Date,Ordered Product Sales,Ordered Product Sales - B2B,Units Ordered,Units Ordered - B2B,Total Order Items,Total Order Items - B2B,Average Sales per Order Item,Average Sales per Order Item - B2B,Average Units per Order Item,Average Units per Order Item - B2B,Average Selling Price,Average Selling Price - B2B,Sessions - Total,Sessions - Total - B2B,Order Item Session Percentage,Order Item Session Percentage - B2B,Average Offer Count
9/1/24,"$72,159.03","$1,377.90","6,400",136,"5,411",101,$13.34,$13.64,1.18,1.35,$11.27,$10.13,"12,293",185,44.02%,54.59%,467
9/2/24,"$76,853.81","$1,421.09","6,789",135,"5,820",108,$13.21,$13.16,1.17,1.25,$11.32,$10.53,"13,722",219,42.41%,49.32%,465
9/3/24,"$71,877.10","$2,069.89","6,363",197,"5,389",138,$13.34,$15.00,1.18,1.43,$11.30,$10.51,"12,521",230,43.04%,60.00%,464
9/4/24,"$71,233.90","$1,687.35","6,337",173,"5,428",130,$13.12,$12.98,1.17,1.33,$11.24,$9.75,"12,776",244,42.49%,53.28%,464
9/5/24,"$68,075.37","$1,950.93","6,090",194,"5,200",137,$13.09,$14.24,1.17,1.42,$11.18,$10.06,"12,393",241,41.96%,56.85%,465
9/6/24,"$63,072.51","$1,551.77","5,652",168,"4,887",135,$12.91,$11.49,1.16,1.24,$11.16,$9.24,"11,499",216,42.50%,62.50%,465
9/7/24,"$65,584.80","$1,364.64","5,836",135,"5,000",89,$13.12,$15.33,1.17,1.52,$11.24,$10.11,"11,723",172,42.65%,51.74%,465
9/8/24,"$77,408.14","$1,175.74","6,870",116,"5,830",81,$13.28,$14.52,1.18,1.43,$11.27,$10.14,"13,367",190,43.61%,42.63%,463
9/9/24,"$73,146.68","$2,053.71","6,494",214,"5,497",151,$13.31,$13.60,1.18,1.42,$11.26,$9.60,"14,401",241,38.17%,62.66%,461
9/10/24,"$71,161.87","$2,622.59","6,308",250,"5,263",146,$13.52,$17.96,1.20,1.71,$11.28,$10.49,"12,897",231,40.81%,63.20%,464
9/11/24,"$66,806.69","$1,545.03","5,950",158,"5,142",119,$12.99,$12.98,1.16,1.33,$11.23,$9.78,"12,352",223,41.63%,53.36%,467
9/12/24,"$69,213.22","$1,417.75","6,232",158,"5,243",123,$13.20,$11.53,1.19,1.28,$11.11,$8.97,"12,245",228,42.82%,53.95%,468
9/13/24,"$65,076.41","$1,312.99","5,819",139,"4,963",112,$13.11,$11.72,1.17,1.24,$11.18,$9.45,"11,286",208,43.97%,53.85%,471
9/14/24,"$65,402.28","$1,081.28","5,860",113,"4,974",90,$13.15,$12.01,1.18,1.26,$11.16,$9.57,"11,430",190,43.52%,47.37%,473
9/15/24,"$84,246.14","$1,306.21","7,468",131,"6,246",98,$13.49,$13.33,1.20,1.34,$11.28,$9.97,"13,084",176,47.74%,55.68%,473
9/16/24,"$75,585.12","$1,664.75","6,688",181,"5,739",139,$13.17,$11.98,1.17,1.30,$11.30,$9.20,"13,111",227,43.77%,61.23%,473
9/17/24,"$71,429.20","$1,402.32","6,331",158,"5,370",137,$13.30,$10.24,1.18,1.15,$11.28,$8.88,"12,974",243,41.39%,56.38%,467
9/18/24,"$73,620.01","$1,692.09","6,565",174,"5,441",130,$13.53,$13.02,1.21,1.34,$11.21,$9.72,"12,890",216,42.21%,60.19%,467
9/19/24,"$68,459.55","$1,934.00","6,109",234,"5,082",128,$13.47,$15.11,1.20,1.83,$11.21,$8.26,"12,047",254,42.18%,50.39%,470
9/20/24,"$64,334.69","$1,616.69","5,713",166,"4,797",138,$13.41,$11.72,1.19,1.20,$11.26,$9.74,"11,028",174,43.50%,79.31%,474
9/21/24,"$63,347.43","$1,797.27","5,594",172,"4,738",100,$13.37,$17.97,1.18,1.72,$11.32,$10.45,"11,152",165,42.49%,60.61%,474
9/22/24,"$80,122.50","$1,516.97","7,082",152,"5,916",104,$13.54,$14.59,1.20,1.46,$11.31,$9.98,"13,231",226,44.71%,46.02%,473
9/23/24,"$74,581.99","$2,419.22","6,528",244,"5,557",173,$13.42,$13.98,1.17,1.41,$11.42,$9.91,"13,653",202,40.70%,85.64%,474
9/24/24,"$71,566.72","$1,953.41","6,315",205,"5,358",166,$13.36,$11.77,1.18,1.23,$11.33,$9.53,"12,977",257,41.29%,64.59%,472
9/25/24,"$73,105.77","$1,838.77","6,427",199,"5,504",139,$13.28,$13.23,1.17,1.43,$11.37,$9.24,"13,340",229,41.26%,60.70%,475
9/26/24,"$69,714.34","$2,300.91","6,125",239,"5,207",159,$13.39,$14.47,1.18,1.50,$11.38,$9.63,"12,975",222,40.13%,71.62%,473
9/27/24,"$65,804.03","$1,655.39","5,882",194,"5,021",138,$13.11,$12.00,1.17,1.41,$11.19,$8.53,"12,007",206,41.82%,66.99%,474
9/28/24,"$65,041.44","$1,234.89","5,655",135,"4,868",119,$13.36,$10.38,1.16,1.13,$11.50,$9.15,"12,101",155,40.23%,76.77%,472
9/29/24,"$78,334.42","$1,794.07","6,857",189,"5,931",158,$13.21,$11.35,1.16,1.20,$11.42,$9.49,"13,136",210,45.15%,75.24%,473
9/30/24,"$77,816.17","$3,858.01","6,908",446,"5,891",372,$13.21,$10.37,1.17,1.20,$11.26,$8.65,"14,069",256,41.87%,145.31%,472
10/1/24,"$81,835.74","$6,270.16","7,391",709,"6,198",537,$13.20,$11.68,1.19,1.32,$11.07,$8.84,"13,575",216,45.66%,248.61%,474
10/2/24,"$73,940.43","$4,071.44","6,593",458,"5,577",355,$13.26,$11.47,1.18,1.29,$11.22,$8.89,"12,949",238,43.07%,149.16%,473
10/3/24,"$73,095.78","$2,725.71","6,459",304,"5,479",260,$13.34,$10.48,1.18,1.17,$11.32,$8.97,"13,169",226,41.61%,115.04%,475
10/4/24,"$64,677.42","$2,659.89","5,724",300,"4,883",256,$13.25,$10.39,1.17,1.17,$11.30,$8.87,"11,761",191,41.52%,134.03%,476
10/5/24,"$66,029.68","$2,161.97","5,771",245,"4,799",190,$13.76,$11.38,1.20,1.29,$11.44,$8.82,"11,909",180,40.30%,105.56%,477
10/6/24,"$78,280.07","$1,855.78","6,905",204,"5,774",155,$13.56,$11.97,1.20,1.32,$11.34,$9.10,"13,382",160,43.15%,96.88%,478
10/7/24,"$67,020.84","$2,951.00","5,945",320,"4,996",230,$13.41,$12.83,1.19,1.39,$11.27,$9.22,"12,832",223,38.93%,103.14%,477
10/8/24,"$102,111.41","$3,064.93","9,192",328,"7,503",216,$13.61,$14.19,1.23,1.52,$11.11,$9.34,"15,949",222,47.04%,97.30%,471
10/9/24,"$96,270.81","$3,097.39","8,584",318,"7,159",198,$13.45,$15.64,1.20,1.61,$11.22,$9.74,"13,727",272,52.15%,72.79%,471
10/10/24,"$62,508.60","$2,545.07","5,567",290,"4,622",184,$13.52,$13.83,1.20,1.58,$11.23,$8.78,"10,958",166,42.18%,110.84%,471
10/11/24,"$55,836.48","$1,999.07","5,038",225,"4,234",178,$13.19,$11.23,1.19,1.26,$11.08,$8.88,"10,133",165,41.78%,107.88%,471
10/12/24,"$59,353.41","$1,593.50","5,266",170,"4,444",139,$13.36,$11.46,1.18,1.22,$11.27,$9.37,"10,327",164,43.03%,84.76%,471
10/13/24,"$74,013.24","$1,560.24","6,519",166,"5,488",140,$13.49,$11.14,1.19,1.19,$11.35,$9.40,"12,000",189,45.73%,74.07%,471
10/14/24,"$74,039.37","$2,446.08","6,532",270,"5,514",200,$13.43,$12.23,1.18,1.35,$11.33,$9.06,"12,630",201,43.66%,99.50%,472
10/15/24,"$67,372.57","$2,394.26","5,971",261,"5,096",206,$13.22,$11.62,1.17,1.27,$11.28,$9.17,"12,245",207,41.62%,99.52%,471
10/16/24,"$66,202.95","$2,667.75","5,937",277,"5,024",179,$13.18,$14.90,1.18,1.55,$11.15,$9.63,"12,013",188,41.82%,95.21%,470
10/17/24,"$67,589.64","$2,790.04","6,016",285,"5,133",187,$13.17,$14.92,1.17,1.52,$11.24,$9.79,"12,027",181,42.68%,103.31%,470
10/18/24,"$59,012.95","$2,176.28","5,315",253,"4,448",152,$13.27,$14.32,1.19,1.66,$11.10,$8.60,"11,366",220,39.13%,69.09%,470
10/19/24,"$58,442.49","$1,389.10","5,176",138,"4,442",104,$13.16,$13.36,1.17,1.33,$11.29,$10.07,"11,115",165,39.96%,63.03%,470
10/20/24,"$70,552.81","$1,492.23","6,202",157,"5,281",111,$13.36,$13.44,1.17,1.41,$11.38,$9.50,"12,196",195,43.30%,56.92%,469
10/21/24,"$66,976.60","$2,604.43","5,966",288,"5,071",221,$13.21,$11.78,1.18,1.30,$11.23,$9.04,"11,791",201,43.01%,109.95%,470
10/22/24,"$65,171.62","$2,393.03","5,881",274,"4,947",230,$13.17,$10.40,1.19,1.19,$11.08,$8.73,"11,749",244,42.11%,94.26%,470
10/23/24,"$65,964.60","$2,569.50","5,919",298,"5,031",234,$13.11,$10.98,1.18,1.27,$11.14,$8.62,"11,916",234,42.22%,100.00%,467
10/24/24,"$64,243.38","$3,302.07","5,734",353,"4,873",232,$13.18,$14.23,1.18,1.52,$11.20,$9.35,"12,040",221,40.47%,104.98%,471
10/25/24,"$57,448.69","$2,221.19","5,114",258,"4,375",185,$13.13,$12.01,1.17,1.39,$11.23,$8.61,"11,138",197,39.28%,93.91%,471
10/26/24,"$55,361.35","$1,643.16","4,935",181,"4,246",157,$13.04,$10.47,1.16,1.15,$11.22,$9.08,"10,581",159,40.13%,98.74%,470
10/27/24,"$73,032.65","$2,061.81","6,493",236,"5,566",194,$13.12,$10.63,1.17,1.22,$11.25,$8.74,"12,160",184,45.77%,105.43%,469
10/28/24,"$70,990.62","$2,507.29","6,305",287,"5,382",244,$13.19,$10.28,1.17,1.18,$11.26,$8.74,"12,468",227,43.17%,107.49%,477
10/29/24,"$69,381.64","$2,698.76","6,169",298,"5,287",235,$13.12,$11.48,1.17,1.27,$11.25,$9.06,"12,022",228,43.98%,103.07%,476
10/30/24,"$71,216.48","$2,545.51","6,294",276,"5,364",230,$13.28,$11.07,1.17,1.20,$11.32,$9.22,"12,055",203,44.50%,113.30%,484
10/31/24,"$63,673.47","$2,834.46","5,644",300,"4,755",205,$13.39,$13.83,1.19,1.46,$11.28,$9.45,"10,543",201,45.10%,101.99%,484
11/1/24,"$64,104.27","$1,871.81","5,723",212,"4,952",166,$12.95,$11.28,1.16,1.28,$11.20,$8.83,"10,703",162,46.27%,102.47%,485
11/2/24,"$64,809.56","$1,695.94","5,807",186,"4,908",153,$13.20,$11.08,1.18,1.22,$11.16,$9.12,"11,307",171,43.41%,89.47%,484
11/3/24,"$82,898.28","$2,261.27","7,380",240,"6,297",185,$13.16,$12.22,1.17,1.30,$11.23,$9.42,"13,313",198,47.30%,93.43%,483
11/4/24,"$75,109.58","$2,821.28","6,680",291,"5,673",226,$13.24,$12.48,1.18,1.29,$11.24,$9.70,"12,881",236,44.04%,95.76%,484
11/5/24,"$65,292.95","$2,723.84","5,918",292,"4,986",221,$13.10,$12.33,1.19,1.32,$11.03,$9.33,"11,339",202,43.97%,109.41%,486
11/6/24,"$62,098.39","$2,770.65","5,566",301,"4,678",210,$13.27,$13.19,1.19,1.43,$11.16,$9.20,"10,856",198,43.09%,106.06%,484
11/7/24,"$68,718.71","$2,062.29","6,053",243,"5,177",200,$13.27,$10.31,1.17,1.22,$11.35,$8.49,"13,466",210,38.44%,95.24%,482
11/8/24,"$65,578.90","$2,219.74","5,802",256,"4,951",181,$13.25,$12.26,1.17,1.41,$11.30,$8.67,"11,253",188,44.00%,96.28%,485
11/9/24,"$64,496.90","$1,590.40","5,681",168,"4,873",131,$13.24,$12.14,1.17,1.28,$11.35,$9.47,"11,413",202,42.70%,64.85%,486
11/10/24,"$78,971.35","$2,049.40","6,984",224,"6,008",165,$13.14,$12.42,1.16,1.36,$11.31,$9.15,"12,696",199,47.32%,82.91%,483
11/11/24,"$78,555.36","$2,435.98","7,002",279,"5,884",212,$13.35,$11.49,1.19,1.32,$11.22,$8.73,"13,402",211,43.90%,100.47%,484
11/12/24,"$73,132.82","$2,603.58","6,537",284,"5,569",223,$13.13,$11.68,1.17,1.27,$11.19,$9.17,"13,347",196,41.72%,113.78%,483
11/13/24,"$76,244.98","$2,262.87","6,877",253,"5,776",216,$13.20,$10.48,1.19,1.17,$11.09,$8.94,"13,057",190,44.24%,113.68%,480
11/14/24,"$70,568.01","$2,549.63","6,385",279,"5,414",217,$13.03,$11.75,1.18,1.29,$11.05,$9.14,"12,208",186,44.35%,116.67%,482
11/15/24,"$67,857.33","$2,500.75","6,085",266,"5,177",177,$13.11,$14.13,1.18,1.50,$11.15,$9.40,"11,159",178,46.39%,99.44%,481
11/16/24,"$65,331.93","$1,789.76","5,893",198,"5,073",173,$12.88,$10.35,1.16,1.14,$11.09,$9.04,"10,974",150,46.23%,115.33%,481
11/17/24,"$80,064.12","$1,887.73","7,132",203,"6,148",178,$13.02,$10.61,1.16,1.14,$11.23,$9.30,"12,594",180,48.82%,98.89%,482
11/18/24,"$74,930.60","$2,679.50","6,692",301,"5,641",218,$13.28,$12.29,1.19,1.38,$11.20,$8.90,"13,035",235,43.28%,92.77%,479
11/19/24,"$71,844.53","$2,606.85","6,489",285,"5,392",208,$13.32,$12.53,1.20,1.37,$11.07,$9.15,"12,178",244,44.28%,85.25%,478
11/20/24,"$70,841.71","$3,907.60","6,358",416,"5,396",203,$13.13,$19.25,1.18,2.05,$11.14,$9.39,"12,158",232,44.38%,87.50%,482
11/21/24,"$74,078.72","$2,569.76","6,649",273,"5,542",203,$13.37,$12.66,1.20,1.34,$11.14,$9.41,"11,715",212,47.31%,95.75%,482
11/22/24,"$64,259.74","$2,190.36","5,829",242,"4,835",192,$13.29,$11.41,1.21,1.26,$11.02,$9.05,"10,626",200,45.50%,96.00%,480
11/23/24,"$67,327.40","$3,288.67","6,046",348,"4,920",140,$13.68,$23.49,1.23,2.49,$11.14,$9.45,"10,280",154,47.86%,90.91%,481
11/24/24,"$77,225.85","$1,643.93","6,890",178,"5,733",141,$13.47,$11.66,1.20,1.26,$11.21,$9.24,"11,279",160,50.83%,88.13%,482
11/25/24,"$67,080.30","$2,390.75","6,013",258,"5,002",183,$13.41,$13.06,1.20,1.41,$11.16,$9.27,"10,754",167,46.51%,109.58%,483
11/26/24,"$61,780.46","$1,778.61","5,514",196,"4,622",172,$13.37,$10.34,1.19,1.14,$11.20,$9.07,"10,403",186,44.43%,92.47%,483
11/27/24,"$56,999.30","$2,041.86","5,094",224,"4,278",180,$13.32,$11.34,1.19,1.24,$11.19,$9.12,"9,271",169,46.14%,106.51%,482
11/28/24,"$49,072.69","$1,030.79","4,388",105,"3,661",81,$13.40,$12.73,1.20,1.30,$11.18,$9.82,"8,066",121,45.39%,66.94%,481
11/29/24,"$77,752.62","$2,207.01","6,917",224,"5,797",171,$13.41,$12.91,1.19,1.31,$11.24,$9.85,"11,271",175,51.43%,97.71%,481
11/30/24,"$65,941.70","$3,077.68","5,887",302,"4,852",172,$13.59,$17.89,1.21,1.76,$11.20,$10.19,"9,914",150,48.94%,114.67%,482
12/1/24,"$69,690.67","$1,917.53","6,216",206,"5,194",164,$13.42,$11.69,1.20,1.26,$11.21,$9.31,"10,254",142,50.65%,115.49%,481
12/2/24,"$80,027.62","$2,859.63","7,251",307,"5,903",233,$13.56,$12.27,1.23,1.32,$11.04,$9.31,"11,309",208,52.20%,112.02%,479
12/3/24,"$67,024.44","$2,935.27","6,014",330,"4,946",244,$13.55,$12.03,1.22,1.35,$11.14,$8.89,"10,636",166,46.50%,146.99%,478
12/4/24,"$64,940.74","$2,401.39","5,887",277,"4,899",223,$13.26,$10.77,1.20,1.24,$11.03,$8.67,"11,131",205,44.01%,108.78%,480
12/5/24,"$66,250.08","$2,174.95","6,020",254,"4,992",213,$13.27,$10.21,1.21,1.19,$11.00,$8.56,"10,682",163,46.73%,130.67%,483
12/6/24,"$61,606.07","$2,052.26","5,626",230,"4,671",182,$13.19,$11.28,1.20,1.26,$10.95,$8.92,"10,192",162,45.83%,112.35%,484
12/7/24,"$62,563.07","$1,682.10","5,646",182,"4,825",145,$12.97,$11.60,1.17,1.26,$11.08,$9.24,"10,650",149,45.31%,97.32%,486
12/8/24,"$75,997.63","$2,103.42","6,827",227,"5,799",175,$13.11,$12.02,1.18,1.30,$11.13,$9.27,"11,659",149,49.74%,117.45%,487
12/9/24,"$71,442.63","$3,629.78","6,488",408,"5,421",236,$13.18,$15.38,1.20,1.73,$11.01,$8.90,"11,263",197,48.13%,119.80%,485
12/10/24,"$71,064.42","$3,073.70","6,505",352,"5,389",265,$13.19,$11.60,1.21,1.33,$10.92,$8.73,"11,253",154,47.89%,172.08%,484
12/11/24,"$71,024.64","$2,756.20","6,437",322,"5,483",248,$12.95,$11.11,1.17,1.30,$11.03,$8.56,"11,195",205,48.98%,120.98%,482
12/12/24,"$68,143.04","$2,583.82","6,229",287,"5,193",236,$13.12,$10.95,1.20,1.22,$10.94,$9.00,"10,547",169,49.24%,139.64%,481
12/13/24,"$61,251.67","$2,113.06","5,533",236,"4,697",198,$13.04,$10.67,1.18,1.19,$11.07,$8.95,"9,991",161,47.01%,122.98%,483
12/14/24,"$63,718.13","$2,186.91","5,786",243,"4,890",199,$13.03,$10.99,1.18,1.22,$11.01,$9.00,"10,130",158,48.27%,125.95%,483
12/15/24,"$79,086.13","$2,086.06","7,063",233,"6,114",191,$12.94,$10.92,1.16,1.22,$11.20,$8.95,"11,485",166,53.23%,115.06%,481
12/16/24,"$75,131.85","$3,710.05","6,807",407,"5,725",271,$13.12,$13.69,1.19,1.50,$11.04,$9.12,"11,237",204,50.95%,132.84%,481
12/17/24,"$70,226.14","$2,012.29","6,341",226,"5,376",182,$13.06,$11.06,1.18,1.24,$11.07,$8.90,"10,858",207,49.51%,87.92%,483
12/18/24,"$67,902.64","$2,581.92","6,140",282,"5,178",222,$13.11,$11.63,1.19,1.27,$11.06,$9.16,"10,789",167,47.99%,132.93%,480
12/19/24,"$65,329.51","$2,135.36","5,881",223,"5,026",173,$13.00,$12.34,1.17,1.29,$11.11,$9.58,"9,784",148,51.37%,116.89%,482
12/20/24,"$60,232.84","$1,863.68","5,454",204,"4,619",157,$13.04,$11.87,1.18,1.30,$11.04,$9.14,"9,588",197,48.17%,79.70%,480
12/21/24,"$62,890.34","$1,605.59","5,654",176,"4,744",146,$13.26,$11.00,1.19,1.21,$11.12,$9.12,"9,568",116,49.58%,125.86%,480
12/22/24,"$64,733.25","$1,583.75","5,814",164,"4,928",138,$13.14,$11.48,1.18,1.19,$11.13,$9.66,"10,241",199,48.12%,69.35%,478
12/23/24,"$54,619.11","$1,728.42","4,904",197,"4,176",159,$13.08,$10.87,1.17,1.24,$11.14,$8.77,"8,902",163,46.91%,97.55%,480
12/24/24,"$41,362.46","$1,639.65","3,717",186,"3,127",110,$13.23,$14.91,1.19,1.69,$11.13,$8.82,"6,956",105,44.95%,104.76%,479
12/25/24,"$43,966.84","$1,009.64","3,918",112,"3,336",88,$13.18,$11.47,1.17,1.27,$11.22,$9.01,"7,700",117,43.32%,75.21%,480
12/26/24,"$73,810.12","$2,677.65","6,651",304,"5,675",252,$13.01,$10.63,1.17,1.21,$11.10,$8.81,"12,055",178,47.08%,141.57%,479
12/27/24,"$72,634.43","$2,939.28","6,545",332,"5,540",237,$13.11,$12.40,1.18,1.40,$11.10,$8.85,"12,345",194,44.88%,122.16%,478
12/28/24,"$76,180.65","$2,206.90","7,057",263,"6,038",220,$12.62,$10.03,1.17,1.20,$10.80,$8.39,"13,429",212,44.96%,103.77%,479
12/29/24,"$86,461.20","$2,735.92","7,790",318,"6,680",239,$12.94,$11.45,1.17,1.33,$11.10,$8.60,"14,149",202,47.21%,118.32%,477
12/30/24,"$81,073.99","$4,422.01","7,366",507,"6,261",393,$12.95,$11.25,1.18,1.29,$11.01,$8.72,"13,761",221,45.50%,177.83%,475
12/31/24,"$67,299.71","$3,806.62","6,210",455,"5,272",373,$12.77,$10.21,1.18,1.22,$10.84,$8.37,"10,827",180,48.69%,207.22%,475
1/1/25,"$76,382.05",$830.09,"6,828",80,"5,926",67,$12.89,$12.39,1.15,1.19,$11.19,$10.38,"13,929",179,42.54%,37.43%,474
1/2/25,"$84,170.46","$2,222.90","7,618",225,"6,476",123,$13.00,$18.07,1.18,1.83,$11.05,$9.88,"15,612",261,41.48%,47.13%,476
1/3/25,"$81,814.63","$2,587.08","7,469",293,"6,404",243,$12.78,$10.65,1.17,1.21,$10.95,$8.83,"15,013",178,42.66%,136.52%,474
1/4/25,"$85,354.89","$3,510.68","7,835",394,"6,712",329,$12.72,$10.67,1.17,1.20,$10.89,$8.91,"15,542",230,43.19%,143.04%,472
1/5/25,"$92,194.43","$3,132.91","8,291",364,"7,135",305,$12.92,$10.27,1.16,1.19,$11.12,$8.61,"15,643",191,45.61%,159.69%,469
1/6/25,"$83,451.11","$3,759.93","7,562",430,"6,480",365,$12.88,$10.30,1.17,1.18,$11.04,$8.74,"14,914",240,43.45%,152.08%,468
1/7/25,"$83,068.07","$3,876.93","7,552",440,"6,468",366,$12.84,$10.59,1.17,1.20,$11.00,$8.81,"15,011",249,43.09%,146.99%,468
1/8/25,"$82,364.45","$4,443.59","7,471",486,"6,232",304,$13.22,$14.62,1.20,1.60,$11.02,$9.14,"14,446",197,43.14%,154.31%,471
1/9/25,"$85,774.74","$8,294.05","7,988","1,069","6,059",314,$14.16,$26.41,1.32,3.40,$10.74,$7.76,"14,329",211,42.28%,148.82%,473
1/10/25,"$69,933.48","$2,207.06","6,373",269,"5,476",239,$12.77,$9.23,1.16,1.13,$10.97,$8.20,"13,251",222,41.33%,107.66%,475
1/11/25,"$80,873.58","$2,848.30","7,292",320,"6,095",236,$13.27,$12.07,1.20,1.36,$11.09,$8.90,"15,660",217,38.92%,108.76%,473
1/12/25,"$85,089.46","$2,679.62","7,600",290,"6,410",197,$13.27,$13.60,1.19,1.47,$11.20,$9.24,"15,741",231,40.72%,85.28%,467
1/13/25,"$72,362.95","$2,928.97","6,550",324,"5,540",271,$13.06,$10.81,1.18,1.20,$11.05,$9.04,"13,839",220,40.03%,123.18%,470
1/14/25,"$69,647.29","$2,793.11","6,336",317,"5,419",259,$12.85,$10.78,1.17,1.22,$10.99,$8.81,"13,573",209,39.92%,123.92%,471
1/15/25,"$73,523.93","$2,989.97","6,604",332,"5,624",263,$13.07,$11.37,1.17,1.26,$11.13,$9.01,"13,924",231,40.39%,113.85%,470
1/16/25,"$69,020.33","$2,750.17","6,229",307,"5,264",255,$13.11,$10.78,1.18,1.20,$11.08,$8.96,"13,491",202,39.02%,126.24%,469
1/17/25,"$65,683.97","$2,366.62","5,915",257,"5,036",209,$13.04,$11.32,1.17,1.23,$11.10,$9.21,"12,492",159,40.31%,131.45%,469
1/18/25,"$68,986.77","$1,906.49","6,128",210,"5,220",177,$13.22,$10.77,1.17,1.19,$11.26,$9.08,"13,011",188,40.12%,94.15%,469
1/19/25,"$77,676.18","$1,798.12","6,876",200,"5,916",165,$13.13,$10.90,1.16,1.21,$11.30,$8.99,"14,003",217,42.25%,76.04%,470
1/20/25,"$76,872.44","$4,018.73","6,817",421,"5,624",193,$13.67,$20.82,1.21,2.18,$11.28,$9.55,"13,934",196,40.36%,98.47%,469
1/21/25,"$68,774.45","$2,492.67","6,270",281,"5,314",200,$12.94,$12.46,1.18,1.40,$10.97,$8.87,"12,710",195,41.81%,102.56%,468
1/22/25,"$73,840.19","$2,350.71","6,522",259,"5,550",218,$13.30,$10.78,1.18,1.19,$11.32,$9.08,"13,327",184,41.64%,118.48%,468
1/23/25,"$73,961.91","$2,570.00","6,635",275,"5,663",175,$13.06,$14.69,1.17,1.57,$11.15,$9.35,"13,878",237,40.81%,73.84%,467
1/24/25,"$68,367.12","$2,417.28","6,074",265,"5,259",195,$13.00,$12.40,1.16,1.36,$11.26,$9.12,"12,612",168,41.70%,116.07%,466
1/25/25,"$70,575.62","$1,877.54","6,270",210,"5,334",175,$13.23,$10.73,1.18,1.20,$11.26,$8.94,"13,795",177,38.67%,98.87%,466
1/26/25,"$87,030.05","$2,462.53","7,739",237,"6,630",153,$13.13,$16.10,1.17,1.55,$11.25,$10.39,"15,458",238,42.89%,64.29%,463
1/27/25,"$79,048.29","$2,553.03","7,094",282,"6,154",229,$12.84,$11.15,1.15,1.23,$11.14,$9.05,"15,930",238,38.63%,96.22%,463
1/28/25,"$76,968.82","$2,354.99","6,880",252,"5,970",203,$12.89,$11.60,1.15,1.24,$11.19,$9.35,"15,085",263,39.58%,77.19%,476
1/29/25,"$73,878.13","$2,716.71","6,664",297,"5,720",224,$12.92,$12.13,1.16,1.33,$11.09,$9.15,"14,726",263,38.84%,85.17%,477
1/30/25,"$71,980.81","$2,575.34","6,505",289,"5,555",207,$12.96,$12.44,1.17,1.40,$11.07,$8.91,"14,077",226,39.46%,91.59%,479
1/31/25,"$69,966.21","$2,257.55","6,249",247,"5,416",182,$12.92,$12.40,1.15,1.36,$11.20,$9.14,"13,384",216,40.47%,84.26%,486
2/1/25,"$73,255.81","$1,759.76","6,567",192,"5,683",153,$12.89,$11.50,1.16,1.25,$11.16,$9.17,"14,455",228,39.32%,67.11%,486
2/2/25,"$87,533.31","$2,161.56","7,776",243,"6,702",193,$13.06,$11.20,1.16,1.26,$11.26,$8.90,"16,151",227,41.50%,85.02%,487
2/3/25,"$85,113.93","$2,661.91","7,700",284,"6,577",223,$12.94,$11.94,1.17,1.27,$11.05,$9.37,"15,473",271,42.51%,82.29%,488
2/4/25,"$78,213.12","$2,353.08","7,156",264,"6,037",174,$12.96,$13.52,1.19,1.52,$10.93,$8.91,"15,455",239,39.06%,72.80%,489
2/5/25,"$78,461.43","$2,527.40","7,176",282,"6,059",202,$12.95,$12.51,1.18,1.40,$10.93,$8.96,"15,290",267,39.63%,75.66%,489
2/6/25,"$76,805.27","$2,029.16","7,006",221,"6,013",170,$12.77,$11.94,1.17,1.30,$10.96,$9.18,"14,931",219,40.27%,77.63%,488
2/7/25,"$70,621.06","$1,829.88","6,450",210,"5,501",134,$12.84,$13.66,1.17,1.57,$10.95,$8.71,"13,893",215,39.60%,62.33%,495
2/8/25,"$74,494.49","$1,755.60","6,819",190,"5,792",144,$12.86,$12.19,1.18,1.32,$10.92,$9.24,"14,605",219,39.66%,65.75%,493
2/9/25,"$77,215.65","$1,553.32","6,982",163,"5,985",140,$12.90,$11.10,1.17,1.16,$11.06,$9.53,"13,882",200,43.11%,70.00%,492
2/10/25,"$75,016.63","$2,284.00","6,757",237,"5,788",186,$12.96,$12.28,1.17,1.27,$11.10,$9.64,"13,944",199,41.51%,93.47%,494
2/11/25,"$68,152.03","$2,117.42","6,204",247,"5,353",178,$12.73,$11.90,1.16,1.39,$10.99,$8.57,"13,758",204,38.91%,87.25%,484
2/12/25,"$74,874.14","$2,373.64","6,780",270,"5,709",176,$13.12,$13.49,1.19,1.53,$11.04,$8.79,"13,605",259,41.96%,67.95%,485
2/13/25,"$77,851.92","$1,898.53","7,031",212,"6,054",180,$12.86,$10.55,1.16,1.18,$11.07,$8.96,"12,639",215,47.90%,83.72%,483
2/14/25,"$59,156.52","$1,285.73","5,359",142,"4,642",122,$12.74,$10.54,1.15,1.16,$11.04,$9.05,"10,843",160,42.81%,76.25%,490
2/15/25,"$71,457.55","$1,706.19","6,516",187,"5,528",146,$12.93,$11.69,1.18,1.28,$10.97,$9.12,"13,643",191,40.52%,76.44%,489
2/16/25,"$83,441.88","$1,976.38","7,507",214,"6,470",169,$12.90,$11.69,1.16,1.27,$11.12,$9.24,"15,237",218,42.46%,77.52%,488
2/17/25,"$85,125.24","$2,636.19","7,723",289,"6,626",198,$12.85,$13.31,1.17,1.46,$11.02,$9.12,"20,094",263,32.98%,75.29%,489
